name,discountPrice,oldPrice,discount,image,rating,category,merchant
Wireless Cell Phone Microphone K8 Wireless Lavalier Android Phone,"₦ 6,664","₦ 11,995",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/4636662/1.jpg?9433,not available,microphones,not available
"Wireless Lavalier Microphone for TikTok Vlog YouTube, Facebook Live","₦ 6,762","₦ 11,995",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/9565562/1.jpg?5356,not available,microphones,not available
Wireless lavalier microphone suitable for TYPE-C Android phones,"₦ 6,664","₦ 11,995",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/4636662/1.jpg?9431,not available,microphones,not available
TYPE-C port mobile phone noise reduction microphone wireless lavalier microphone,"₦ 6,762","₦ 11,995",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/5565562/1.jpg?5348,not available,microphones,not available
Wireless Cell Phone Microphone K8 Wireless Lavalier Android Phone,"₦ 6,664","₦ 11,995",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/1736662/1.jpg?0342,not available,microphones,not available
Wireless lavalier microphone suitable for TYPE-C Android phones,"₦ 6,664","₦ 11,995",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/4636662/1.jpg?9431,not available,microphones,not available
Wireless Cell Phone Microphone K8 Wireless Lavalier Android Phone,"₦ 6,664","₦ 11,995",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/9636662/1.jpg?0348,not available,microphones,not available
Wireless lavalier microphone suitable for TYPE-C Android phones,"₦ 6,664","₦ 11,995",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/2636662/1.jpg?9437,not available,microphones,not available
4Pin Speaker/Amp Speakon Female to Female Plug Jack Straight Coupler Cable Connector (4 Pack),"₦ 12,395","₦ 24,790",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/8892102/1.jpg?2362,not available,microphones,not available
New SD to CF Card Sleeve Supports Wireless WIFI SD Card Type i Adapter SLR Camera Red,"₦ 13,487","₦ 26,975",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/2487002/1.jpg?7221,not available,microphones,not available
MIDI to USB C Type C Cable USB MIDI Converter with Indicator Light for Electronic Organ Computer,"₦ 18,682","₦ 37,363",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/6988002/1.jpg?6400,not available,microphones,not available
Smart Remote Control Replacement for AOC Smart Television Wireless Switch Smart TV NETFLIX YouTube C32G1-32 CQ27G2U-27,"₦ 5,017","₦ 10,033",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/3167002/1.jpg?2967,not available,microphones,not available
Ahuja Wired Tie-clip Lapel Microphone,"₦ 7,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/204317/1.jpg?2243,4.8 out of 5(5),microphones,not available
Air Conditioner Remote Control for Daikin Home ARC433A11 ARC433B47 ARC433A6 ARC433A75 ARC433A83 ARC433B71 Remote Control,"₦ 6,579","₦ 13,157",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/8162102/1.jpg?5591,not available,microphones,not available
"USB MIDI Cable Adapter, USB Type A Male to MIDI Din 5 Pin In-Out Cable Interface with LED Indicator for Music Keyboard","₦ 7,010","₦ 14,021",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/5800202/1.jpg?8070,not available,microphones,not available
24 Packs Gold Flameless Votive Candles Black Glitter LED Tealights Battery Operated Tea Lights Warm Yellow Light Holder,"₦ 18,034","₦ 36,068",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/6513451/1.jpg?2872,not available,microphones,not available
Replacement Rolling Brush Roll for Dyson V8 Slim V10 Slim V12 V15 Detect Digital Slim Fluffy Vacuum Cleaner Household A,"₦ 23,647","₦ 47,295",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/2857641/1.jpg?3243,not available,microphones,not available
24 Packs Gold Flameless Votive Candles Black Glitter LED Tealights Battery Operated Tea Lights Warm Yellow Light Holder,"₦ 19,990","₦ 39,980",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/0757641/1.jpg?3222,not available,microphones,not available
2 in 1 USB 3.0 OTG Adapter Cable Type-C Micro-USB to USB 3.0 Interface Converter for Cellphone Charging Cable Line-Black,"₦ 1,715","₦ 3,429",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/6113102/1.jpg?3343,not available,microphones,not available
"USB MIDI Cable Adapter, USB Type A Male to MIDI Din 5 Pin In-Out Cable Interface with LED Indicator for Music Keyboard","₦ 7,010","₦ 14,021",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/0368002/1.jpg?1691,not available,microphones,not available
2Pcs HEPA Replacement Filter Activated Carbon Filters for Air Purifier to Remove Airborn Contaminants and Odors,"₦ 6,909","₦ 13,818",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/8757641/1.jpg?3236,not available,microphones,not available
Power Nozzle for Karcher SC1 SC2 SC3 SC4 SC5 Steam Vacuum Cleaner Accessories Powerful Nozzle Cleaning Brush Head,"₦ 20,993","₦ 41,986",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/2278002/1.jpg?3619,not available,microphones,not available
Air Conditioner Remote Control for Daikin Home ARC433A11 ARC433B47 ARC433A6 ARC433A75 ARC433A83 ARC433B71 Remote Control,"₦ 6,579","₦ 13,157",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/7357641/1.jpg?3088,not available,microphones,not available
MIDI to USB C Type C Cable USB MIDI Converter with Indicator Light for Electronic Organ Computer,"₦ 17,615","₦ 35,230",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/0438102/1.jpg?2135,not available,microphones,not available
Air Conditioner Remote Control for Daikin Home ARC433A11 ARC433B47 ARC433A6 ARC433A75 ARC433A83 ARC433B71 Remote Control,"₦ 5,779","₦ 11,557",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/4964451/1.jpg?0007,not available,microphones,not available
AKB75675304 Replacement Remote Control for LG TV AKB75675311 32LM5620BPUA,"₦ 3,759","₦ 7,518",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/9723102/1.jpg?5607,not available,microphones,not available
Replacement Audio Cable for Audio-Technica ATH M50X M40X Headphones Black 23 AugT2,"₦ 8,725","₦ 17,450",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/6588002/1.jpg?5751,not available,microphones,not available
Projector Remote Control Without TV Fly Mouse Use for Xgimi H1 H2 Z6 Z4 Z5 N10 A1 T1 H2 Aurora Projector Remoto Controle,"₦ 9,843","₦ 19,685",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/9426461/1.jpg?8037,not available,microphones,not available
New SD to CF Card Sleeve Supports Wireless WIFI SD Card Type i Adapter SLR Camera Red,"₦ 14,834","₦ 29,667",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/0136461/1.jpg?9318,not available,microphones,not available
Portable Bluetooth Speaker H Wireless Stereo Audio Music Mp3,"₦ 57,048","₦ 74,161",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/5215701/1.jpg?4081,not available,electronic cables,not available
WCZ-1B/6F/6B Universal Magnetic H Base Stand 360° Rotatable,"₦ 48,635","₦ 63,225",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/0015701/1.jpg?3884,not available,electronic cables,not available
